group,lyrics_title,lyrics_text
Titãs,Racio Símio," O anão tem um carro com rodas gigantes Dois elefantes incomodam muito mais Só os mortos não reclamam Os brutos também mamam Mamãe eu quero mamar Eu não tenho onde morar Eu moro aonde não mora ninguém Quem tem grana que dê a quem não tem Racio símio, racio símio, racio símio, racio símio Quem esporra sempre alcança Com Maná adubando dá Ninguém joga dominó sozinho É dos carecas que elas gostam mais A soma do quadrado dos catetos é o quadrado da hipotenusa Nem tudo que se tem se usa Racio símio, racio símio, racio símio, racio símio Racio símio, racio símio, racio símio, racio símio Os cavalheiros sabem jogar damas Os prisioneiros podem jogar xadrez Só os chatos não disfarçam Os sonhos despedaçam A razão é sempre do freguês Eu não tenho onde morar Moro aonde não mora ninguém Quem come prego sabe o cú que tem Racio símio, racio símio, racio símio, racio símio"
Titãs,Raquel," Estou pensando em você O tempo não passa Aqui neste quarto de hotel Eu sinto a tua falta Estou pensando em nós dois Aqui neste quarto E mais que ouvir tua voz Queria ter-te ao meu lado? Aqui já passa das três e o dia está lindo Mas nem dez mil dias assim vão matar a saudade que eu sinto? Estou pensando em você O tempo não passa Aqui neste quarto de hotel Eu sinto a tua falta? Estou pensando em nós dois Aqui, eu comigo Nem as quatro paredes do quarto do hotel Escutam o que eu digo? Te ligo mais tarde outra vez, te conto o meu dia Parece tão perto a tua voz, mas não tão perto quanto eu queria? Estou pensando em você O tempo não passa Aqui neste quarto de hotel Eu sinto a tua falta? Te ligo mais tarde outra vez, te conto o meu dia……… Estou pensando em você Não sei se preciso Mais dos teus olhos cor-de-mel Ou do teu sorriso."
Titãs,República dos Bananas," Peixoto está com o cartão bloqueado Teodoro esqueceu sua senha eletrônica Norma vai ter que cortar os seus gastos Humberto ainda tem uma vaga lembrança Calúnias sociais Seus tipos bacanas Bundas e caras Da República dos Bananas! Pepino amedronta a esposa e os filhos Sílvio ainda dorme naquele cubículo Bico só come fritura e gordura Arcanjo é um poço de super conflitos Calúnias sociais Seus tipos bacanas Bundas e caras Da República dos Bananas! Cristiano acumula quase todas as mágoas Oswaldo odeia ""os direitos humanos"" Barreto acredita na pena de morte Hana tem gelo no coração! Marta é um poço de melancolia Nora namora um homem casado Ismênia ainda guarda seus lindos rancores Brusco só vive emburrado Van Cliff, ex-astro do cinema pornô! Lolita, ex-rainha dos shows de sexo ao vivo! Brodoski, ex-produtor de filmes da Boca do Lixo! Angeli, ex-cartunista, porco e deplorável! Ubiratan está preso ao passado Carlos vai ter que ir pra uma casa menor Birilo coleciona lascas de unha Bia acha tudo nojento! Calúnias sociais Seus tipos bacanas Bundas e caras Da República dos Bananas! Floriano nunca recebe convites Bagana não entendeu a pergunta Chuco levou uns tapas do namorado E o Velho Vesúvio parece com Deus! O Velho Vesúvio parece com Deus! O Velho Vesúvio parece com Deus!"
Titãs,Ridi Pagliaccio," Ridi Pagliaccio  Ridi di che?  Ridi Pagliaccio  Ridi di me  Ridi-hon c'é diferenza  Ridi-a me non me importa  Ridi-co munque é lo stesso  Ridi-ridi di piu, ridi di piu  Non mi frega el tuo rispetto  Di te sono lontano  Non voglio la tua testa  Non prendo la tua mano  É meglio che sia cosi  Ridi di piu, ridi di piu  Figurati!"
Titãs,Rock Americano, Eu vim lá de parise Eu vim lá de parise Eu sou riourupeu Mas é na californa Eu sou riouropeu Mas era americano Ou panamericano Eu vim da californa Mas é na Casa Branca Eu falo era em latino Eu vim do continente Falando italiano Mas era em francesi Falava japonêis Falava mais englesi Falava era francês Mais outro número ..... Eu não sou bola de bilhare Mas era o sinucão Mais outro número ..... É noite de blecau
Titãs,Rotina," Acorda cedo para ir trabalhar E o relógio de ponto a lhe observar No lar esposa e filhos a lhe esperar Sua cabeça dói, um dia vai estourar Com essa rotina, rotina Rotina, rotina Sua cabeçã dói, não consegue pensar E as quatro paredes a lhe massacrar Daria tudo pra ver o que acontece lá fora Mesmo sabendo que não iria suportar Essa rotina, rotina Até quando ele vai aguentar? Até quando ele vai aguentar? No lar a sua esposa lhe serve o jantar E os filhos brincam na sala de estar Levanta da poltrona e liga a TV Chegou a hora do programa começar Rotina, rotina O homem da TV lhe diz o que fazer Lhe diz do que gostar, lhe diz como viver Está chegando a hora de se desligar A sua esposa lhe convida para o prazer Rotina, rotina"
Titãs,Saber Sangrar, Mate o touro Arranque o pé do potro Delogue o porco pela jugular A gente sangra muito pouco Eles é que sabem sangrar Saber Sangrar Saber Saber sangrar Saber sangrar Ouça os gritos Bata nos seus filhos Cortes que não vão cicatrizar A gente sangra muito pouco Eles é que sabem sangrar Saber Sangrar Saber Saber sangrar Saber Sangrar
Titãs,Sacos plásticos," Eu quero ser Um desses sacos plásticos Que você traz do supermercado Eu posso ser Um desses automóveis Nesse trânsito congestionado Me deixa ser seu lixo Seus dejetos, qualquer desses objetos Sem utilidade Que você vai levar Pela eternidade Vou entrar na sua vida Você não vai viver sem mim Vou estar por todo lado No seu mundo até o fim Eu quero ser um desses gases tóxicos Que se prendem na atmosfera Eu posso ser um desses conservantes Que contaminam a vida pela terra Me deixa ser seu erro  Seus tormentos, qualquer desses sentimentos Que tiram o seu sono E vão tomar o lugar Dos seus sonhos Eu quero ser aquele spray de cabelo Que você usa de um jeito bizarro Eu posso ser aquela nicotina Que envenena o seu cigarro Me deixa ser seu medo Seus problemas Qualquer desses teoremas Que não tem resposta E você vai saber Que não tem mais volta"
Titãs,Saia de Mim," Saia de mim como suor Tudo o que eu sei de cor Sai de mim como excreto Tudo que esta correto Saia de mim Saia de mim Saia de mim como um peido Tudo o que for perfeito Saia de mim como um grito Tudo o que eu acredito Tudo que eu não esqueça Tudo que for certeza Saia de mim vomitado, Expelido, exorcizado Tudo que está estagnado Saia de mim como escarro Espirro, pus, porra, sarro, Sangue, lágrima, catarro Saia de mim a verdade! Saia de mim a verdade!"
Titãs,Se Você Está Aqui, Se você está aqui  É porque veio  Se você veio até aqui  É porque está atrás de alguma coisa  Se você não quer nada  Por que não vai embora?
Titãs,Selvagem/Policia," A polícia apresenta suas armas Escudos transparentes, cacetetes Capacetes reluzentes E a determinação de manter tudo Em seu lugar O governo apresenta suas armas Discurso reticente, novidade inconsistente E a liberdade cai por terra Aos pés de um filme de Godard A cidade apresenta suas armas Meninos nos sinais, mendigos pelos cantos E o espanto está nos olhos de quem vê O grande monstro a se criar Os negros apresentam suas armas As costas marcadas, as mãos calejadas E a esperteza que só tem quem tá Cansado de apanhar A polícia apresenta suas armas Escudos transparentes, cacetetes capacetes reluzentes E a determinação de manter tudo em seu lugar O governo apresenta suas armas Discurso reticente, novidade inconsistente E a liberdade cai por terra Aos pés de um filme de Godard A cidade apresenta suas armas Meninos nos sinais, mendigos pelos cantos E o espanto está nos olhos de quem vê O grande monstro a se criar Os negros apresentam suas armas As costas marcadas, as mãos calejadas E a esperteza que só tem quem tá cansado de apanhar Dizem que ela existe pra ajudar Dizem que ela existe pra proteger Eu sei que ela pode te parar Eu sei que ela pode te prender 2 vezes -> Polícia! Para quem precisa? Polícia! Para quem precisa de polícia? Dizem pra você obedecer Dizem pra você responder Dizem pra você cooperar Dizem pra você respeitar 2 vezes -> Polícia! Para quem precisa? Polícia! Para quem precisa de polícia?"
Titãs,Senhor, Senhor! Não me livre do pecado Me livre da culpa Senhor! Não me livre do perigo Me livre da multa Senhor! Não me livre do inferno Me livre do tédio Senhor! Não me livre da loucura Me livre do remédio Querem meu dinheiro Querem meu salário Um santo no banheiro Uma sombra no armário Querem meu dinheiro Querem meu salário Um santo no espelho Uma sombra no armário Senhor! Não me livre do desejo Me livre do medo Senhor! Não me livre da mentira Me livre do segredo Senhor! Não me livre do abismo Me livre do abrigo Senhor! Não me livre da revolta Me livre do castigo Querem meu dinheiro Querem meu salário Um santo no banheiro Uma sombra no armário Querem meu dinheiro Querem meu salário Um santo no espelho Uma sombra no armário O pão nosso de cada dia Me dê de graça Assim na terra como no céu A mesma desgraça O pão nosso de cada dia Me dê de graça Assim na terra como no céu A mesma desgraça Querem meu dinheiro Querem meu salário Um santo no banheiro Uma sombra no armário Querem meu dinheiro Querem meu salário Um santo no espelho Uma sombra no armário
Titãs,Senhor Delegado / Eu Não Aguento," Senhor delegado Seu auxiliar está equivocado comigo Eu já fui malandro, doutor Hoje estou regenerado Os meus documentos Eu esqueci, mas foi por distração Comigo não Sou rapaz honesto, trabalhador Veja só minha mão Sou tecelão Se vivo alinhado É porque gosto de andar na moda Pois é Se piso macio é porque tenho calo que me incomoda Na ponta do pé Se o senhor me prender vai cometer uma grande injustiça Amanhã é domingo Preciso levar minha patroa à missa Na Lapa Amanhã é domingo Preciso levar minha patroa à missa Na Penha Eu vou me embora para a ilha, fazer a cabeça Sob o sol que irradia, queimando em ritual É na batida do reggae, com o cabelo trançado Eu tô livre na vida, o que é que há de errado Com a noite que brilha, o que é que há de errado Com a noite que brilha? Eu não agüento, não agüento Eu não agüento, não agüento É de noite, é de dia Mão na cabeça e documento"
Titãs,Senhora e Senhor," Veja só o que restou Do nosso caso de amor Uma casa com varanda E um jardim que não dá flor Uma geladeira cheia de comidas sem sabor Um programa interminável diante do televisor Uma lâmpada queimada no lustre do corredor... O pensamento distante para evitar a dor O olhar tão desbotado que já não distingue cor Velhas rugas escondidas Debaixo do cobertor Saudades, indiferença Decadência e mau humor Tratamento respeitável De senhora e senhor Veja só o que restou Do nosso caso de amor Uma casa com varanda E um jardim que não dá flor Uma geladeira cheia de comidas sem sabor Um programa interminável diante do televisor Uma lâmpada queimada no lustre do corredor... O pensamento distante para evitar a dor O olhar tão desbotado que já não distingue cor Velhas rugas escondidas Debaixo do cobertor Saudades, indiferença Decadência e mau humor Tratamento respeitável De senhora e senhor"
Titãs,Ser Estranho, Sempre que eu acordo Nunca me recordo Do lugar onde eu estou Hoje é um novo dia Parece o mesmo dia Igual ao dia que passou Sempre que eu me deito Nunca eu aproveito Eu não sei adormecer A noite é tão comprida Eu penso em minha vida Não consigo entender O que aconteceu? O que será que eu sou? Eu sou essa coisa louca Eu sou esse ser estranho Eu sou esse cristo redentor Eu sou essa santa ceia Eu sou esse grão de areia Eu sou esse caso de amor Sempre que eu acordo Nunca me recordo Do lugar onde eu estou Hoje é um novo dia Parece o mesmo dia Igual ao dia que passou O que aconteceu? O que será que eu sou? Eu sou essa coisa louca Eu sou esse ser estranho Eu sou esse disco voador Eu sou essa noite escura Eu sou essa criatura Eu sou esse filme de terror O que aconteceu? O que será que eu sou? Eu sou essa coisa louca Eu sou esse ser estranho Eu sou esse cristo redentor Eu sou essa santa ceia Eu sou esse grão de areia Eu sou esse caso de amor
Titãs,Será Que É Disso Que Eu Necessito?'," Quem é que precisa Tomar cuidado com o que diz.? Quem é que precisa Tomar cuidado com o que faz.? Será que é disso que eu necessito.? Será que é disso que eu necessito.? Ninguém fez nada, ninguém tem culpa Ninguém fez nada de mais, filha da puta.! Quem aqui Não tem medo de passar ridículo.? Quem aqui, como eu Tem a idade de Cristo quando morreu.? Quem é que se importa Com o que os outros vão dizer.? Quem é que se importa Com os que os outros vão pensar.? Será que é disso que eu necessito.? Será que é disso que eu necessito.? Não sei o que você quer, nem do que você gosta Não sei qual é o problema, Qual é o problema, seu bosta.?! Quem aqui Não tem medo de se achar ridículo.? Quem aqui, como eu Tem a idade de Cristo quando morreu.?"
Titãs,Será Que É Isso o Que Eu Necessito?," Quem é que precisa tomar cuidado com o que diz? Quem é que precisa tomar cuidado com o que faz? Será que é isso o que eu necessito? Será que é isso o que eu necessito? Ninguém fez nada, ninguém tem culpa. Ninguém fez nada de mais, filha da puta! Quem aqui não tem medo de passar o ridículo? Quem aqui, como eu, tem a idade de Cristo quando morreu? Quem é que se importa com o que os outros vão dizer? Quem é que se importa com o que os outros vão pensar? Será que é isso o que eu necessito? Será que é isso o que eu necessito? Não sei o que você quer, nem do que você gosta. Não sei qual é o problema, qual o problema seu bosta?! Quem aqui não tem medo de se achar ridículo? Quem aqui, como eu, tem a idade de Cristo quando morreu?"
Titãs,Sete Cidades," Já me acostumei com a tua voz Com teu rosto e teu olhar Me partiram em dois E procuro agora o que é minha metade Quando não estás aqui Sinto falta de mim mesmo E sinto falta do meu corpo junto ao teu Meu coração é tão tosco e tão pobre Não sabe ainda os caminhos do mundo Quando não estás aqui Sinto medo de mim mesmo E sinto falta do teu corpo junto ao meu Vem depressa pra mim Que eu não sei esperar Já fizemos promessas demais E já me acostumei com a tua voz Quando estou contigo estou em paz Quando não estás aqui Meu espirito se perde, voa longe"
Titãs,Seu Interesse, Seu interesse repentino por mim agora Não é tão difícil perceber Agora que eu faço sucesso Você não me dá mais sossego Quer dizer que agora eu presto pra você brincar Pra se construir alguma coisa É preciso respirar Longe desse seu ar de raposa Que não dá pra perdoar A sinceridade de intenção Só pra quem se pode dar Seu interesse repentino por mim agora Não tão difícil perceber Agora que eu faço sucesso Você não me dá mais sossego Quer dizer que agora eu presto pra você brincar Pra se construir alguma coisa É preciso respirar Longe desse seu ar de raposa Que não dá pra perdoar A sinceridade de intenção Só pra quem se pode dar Seu interesse repentino por mim agora Não tão difícil perceber (Agora que eu faço sucesso) (Você não me dá mais sossego) (Agora que eu faço sucesso) (Você não me dá mais sossego) (Agora) (Agora que eu faço) (Agora que eu faço sucesso) (Você) Você não me dá mais sossego (Você não me dá) Não me dá (Você não me dá mais sossego) (Agora) Quando eu era um pobre coitado (Agora que eu faço) Você me olhava de lado (Agora que eu faço sucesso) Agora você pega no meu pé (Você) (Você não me dá) (Você não me dá mais sossego) (Agora) (Você) (Você)
Titãs,Sonho Com Você," O que eu sinto é tão simples Sonho com você Eu vivo sem conseguir esquecer Sinto a saudade se aproximar Meus olhos querem encontrar os seus Pois estou tão sozinho Por favor, diga se ainda me quer Porque estou tão sozinho Por favor, diga se ainda me quer O que eu sinto é tão simples Eu sonho com você As noites passam vazias, porque Sinto a saudade se aproximar Meus olhos querem encontrar os seus Pois estou tão sozinho Por favor, diga se ainda me quer Porque estou tão sozinho Por favor, diga se ainda me quer"
Titãs,Sonífera Ilha," Não posso mais viver assim Ao seu ladinho Por isso colo o meu ouvido No radinho De pilha Pra te sintonizar Sozinha, numa ilha Sonífera Ilha Descansa meus olhos Sossega minha boca Me enche de luz Sonífera Ilha Descansa meus olhos Sossega minha boca Me enche de luz Não posso mais viver assim Ao seu ladinho Por isso colo o meu ouvido No radinho De pilha Pra te sintonizar Sozinha, numa ilha Sonífera Ilha Descansa meus olhos Sossega minha boca Me enche de luz Sonífera Ilha Descansa meus olhos Sossega minha boca Me enche de luz Sonífera Ilha Descansa meus olhos Sossega minha boca Me enche de luz Sonífera Ilha Descansa meus olhos Sossega minha boca"
Titãs,Sua Impossível Chance," Só sorriu depois que chorou na véspera Com a mão na testa os olhos enxugou Sabe que sorrir é bom E quem não detesta ? Sofrer a espera de quem sempre amou Há sempre a pequena chance De o impossível rolar Soterrar o mundo com uma avalanche Só pra que possa sobrar Apenas eu E você Apenas eu E você, iê iê Apenas eu E você Apenas eu E você , iê iê Bastaria pra que o mundo desse em qualquer lugar"
Titãs,Taxidermia," Se eu estivesse embrulhado em papel alumínio Se eu tivesse o seu grupo sanguíneo Se eu estivesse embrulhado em papel alumínio Se eu tivesse o seu grupo sanguíneo Se eu tivesse seus olhos eu seria famoso Se eu tivesse seus olhos eu seria famoso Se eu tivesse seus olhos eu seria famoso Se eu tivesse seus olhos eu seria famoso Náo quero ser útil, quero ser utilizado Não quero ser útil, quero ser utilizado Inutilizado, inutilizado Inutilizado, inutilizado Em pedaços de plástico, em pedaços de acrílico Se eu tívesse seus olhos, se eu tivesse seus cílios Em pedaços de plástico, em pedaços de acrílico Se eu tivesse seus olhos, se eu tivesse seus cílios Se eu tivesse seus olhos eu seria famoso Se eu tivesse seus olhos eu seria famoso Se eu tivesse seus olhos eu seria famoso Se eu tivesse seus olhos eu seria famoso Náo quero ser útil, quero ser utilizado Não quero ser útil, quero ser utilizado Fossilizado, fossilizado Fossilizado, fossilizado Se eu tivesse sua cara, se eu tivesse seu gosto Se eu tivesse sua cor, se eu tivesse seu rosto Se eu tivesse sua cara, se eu tivesse seu gosto Se eu tivesse sua cor, se eu tivesse seu rosto  Se eu tivesse seus olhos eu seria famoso Se eu tivesse seus olhos eu seria famoso Se eu tivesse seus olhos eu seria famoso Se eu tivesse seus olhos eu seria famoso"
Titãs,Televisão," A televisão me deixou burro, muito burro demais Agora todas coisas que eu penso me parecem iguais O sorvete me deixou gripado pelo resto da vida E agora toda noite quando deito é boa noite, querida Oh Cride, fala pra mãe Que eu nunca li num livro que o espirro fosse um vírus sem cura Vê se me entende pelo menos uma vez criatura Oh Cride, fala pra mãe A mãe diz pra eu fazer alguma coisa, mas eu não faço nada A luz do sol me incomoda, então deixa a cortina fechada É que a televisão me deixou burro, muito burro demais E agora eu vivo dentro dessa jaula junto dos animais Oh Cride, fala pra mãe Que tudo que a antena captar meu coração captura Vê se me entende pelo menos uma vez criatura Oh Cride, fala pra mãe A mãe diz pra eu fazer alguma coisa, mas eu não faço nada A luz do sol me incomoda, então deixa a cortina fechada É que a televisão me deixou burro, muito burro demais E agora eu vivo dentro dessa jaula junto dos animais E eu digo: Oh Cride, fala pra mãe Que tudo que a antena captar meu coração captura Vê se me entende pelo menos uma vez criatura Oh Cride, fala pra mãe"
Titãs,Tempo Pra Gastar, Tenho tempo pra gastar  Tenho tempo pra passar a hora  Tenho tempo pra desperdiçar  Tenho tempo pra jogar fora  Tempo de sobra pra levar  O tempo que resta pra ir embora  Tempo de sobra pra esperar  O tempo que resta a partir de agora  Eu realmente não sei  Que horas são  Eu realmente não sei  Que horas são  Tem lugar de sobra até aonde posso ver  Tem espaço bastante pra se perder  Tem lugar de sobra até aonde posso enxergar  Tem espaço bastante pra ter que parar  Tenho o dia inteiro pra andar  Eu quero o dia todo pra andar sem direção  Tenho quatro paredes pra derrubar  Eu quero quatro paredes pra pôr no chão  Eu realmente não sei em que mês estamos  Eu realmente não sei qual é o dia do ano  Eu realmente não quero saber  Eu realmente não quero saber  Eu realmente não quero saber  Eu realmente não quero saber  Eu realmente não quero saber  Eu realmente não quero saber
Titãs,Terra À Vista," Terra à vista Tem palmeiras, sabiás, mulatas ainda não Água à vista, perco o chão Essa merda de navio Entrou por um desvio Será que mudou o rumo E agora vamos para as índias Nada disso Vai ao fundo Meio mundo Neste mar A se afogar Água à vista Terra à vista Tem palmeiras, sabiás, mulatas ainda não Tem Pau Brasil a dar com o pau Como dizia Cabral Tem coqueiro que dá coco Tem mangueira que dá caju e tem popó Do maculelê Tem caça, cabaça, cachaça, trapaça Mordaça, arruaça, vidraça Desgraça, raça, pirraça Caça, cabaça, cachaça Mordaça, arruaça, vidraça Desgraça, raça, pirraça E índia cheia de graça"
Titãs,Tô Cansado," Tô cansado Tô cansado de tudo Tô cansado do meu cabelo Tô cansado da minha cara Tô cansado de coisa vulgar Tô cansado de coisa rara Tô cansado, tô cansado Tô cansado, tô cansado Tô cansado Tô cansado de me dar mal Tô cansado de ser igual Tô cansado de moralismo Tô cansado de bacanal Tô cansado, tô cansado Tô cansado, tô cansado Tô cansado de trabalhar Tô cansado de me ferrar Tô cansado de me cansar Tô cansado de descansar Tô cansado, tô cansado Tô cansado, tô cansado Tô cansado, tô cansado Tô cansado, tô cansado Tô cansado"
Titãs,Toda Cor," O telefone tocou Fui atender Na madrugada Quero estar com você Eu preciso de você agora Por favor, meu bem, não vá embora O tempo vai passando nos relógios Encontro os seus beijos toda hora Segundo por segundo na memória Toda cor me lembra os seus olhos Eu sei que eu vou Eu quero te encontrar Eu preciso de você agora Por favor, meu bem, não vá embora Eu preciso de você agora Por favor, meu bem, não vá embora O telefone tocou Fui atender Na madrugada Quero estar com você Eu preciso de você agora Por favor, meu bem, não vá embora O tempo vai passando nos relógios Encontro os seus beijos toda hora Segundo por segundo na memória Toda cor me lembra os seus olhos Eu sei que eu vou Eu quero te encontrar Eu preciso de você agora Por favor, meu bem, não vá embora Eu preciso de você agora Por favor, meu bem, não vá embora O tempo vai passando nos relógios Encontro os seus beijos toda hora Segundo por segundo na memória"
Titãs,Todo Mundo Quer Amor," Todo mundo quer amor Todo mundo quer amor de verdade Uma pessoa boa quer amor Uma pessoa má quer amor Quer amor de verdade Todo mundo quer amor Todo mundo quer amor de verdade Uma pessoa boa quer amor Uma pessoa má quer amor Quer amor de verdade Quem tem medo quer amor Quem tem fome quer amor Quem tem frio quer amor Quem tem pinto, saco, boca, bunda, cu, buceta quer amor Ele quer Ela quer Ele quer Ela quer Ele quer, ela quer Ele quer, ela quer Ele quer Todo mundo quer amor de verdade"
Titãs,Tradição," Desconsidere a razão Desobedeça o coração Nas voltas que vão dando os dias Desparafuse a construção Descontinue a tradição Desaproprie esse galpão, e porque não? Nas horas simples de alegria Desconfigure essa equação Que é pra ver se o clima muda Se eu perdi, tô pedindo ajuda Desfaça essa contradição E desacate a imensidão E na bagunça dessa vida Se jogue em meio à confusão Desorganize esse cordão E desagrave a ilusão, e porque não? No colorido da avenida Se perca nesse turbilhão Que é pra ver se o clima muda Se eu perdi, tô pedindo ajuda"
Titãs,Tudo Em Dia," Vou comprar uma casa, vou ganhar dinheiro Vou pensar no futuro, vou fazer um seguro Vou ganhar o pão nosso de cada dia Vou por tudo o que tenho na garantia Vou ter conta no banco, vou trabalhar no escritório Vou tomar um chope, vou tomar sorvete Vou tomar remédio, que maravilha Vou casar e constituir família Vou andar de táxi, vou deixar o troco Vou pagar os impostos, vou pôr os filhos na escola Vou ser respeitado, vou engraxar o sapato Vou botar o chinelo, vou sentar na poltrona Vou jantar na melhor churrascaria Vou pedalar domingo na ciclovia Vou ter conta na mercearia Vou gozar a aposentadoria Vou ter CIC, eleitor, reservistas, RG Automóvel, TV Crediário, poupança, carnê Vou ter CIC, eleitor, reservistas, RG Automóvel, TV Crediário, poupança, carnê Tudo em dia, tudo em dia Tudo em dia, tudo em dia"
Titãs,Tudo o Que Você Quiser," Pode escolher, pode escolher por mim Pode resolver, pode resolver por mim O que fazer, o que falar e quando ouvir O que dizer, com quem andar e aonde ir Pode responder, pode responder por mim Pode decidir, pode decidir por mim O que fazer, o que falar e quando ouvir O que dizer, com quem andar e aonde ir Tudo o que você quiser, tudo o que você disser Tudo o que você quiser Tudo o que você quiser, tudo o que você disser Tudo o que você quiser"
Titãs,Tudo Vai Passar," Estranhei tua visita Você estava tão distante Tentando me dizer Alguma coisa qualquer Que eu não podia entender Não posso imaginar O que você está sentindo Você devia me contar Pois eu preciso saber O que vai acontecer com nós dois O tempo faz esquecer e depois Tudo vai passar Tudo vai passar Tudo vai passar Eu não vou ficar sozinho Se acaso você me deixar Por causa de alguém Se for assim é melhor Esquecer de uma vez Não posso imaginar O que você está sentindo Você devia me contar Pois eu preciso saber Eu preciso compreender seu olhar Você ficou tão distante, mas eu sei Tudo vai passar Tudo vai passar Tudo vai passar Tudo vai passar Tudo vai Não posso imaginar O que você está sentindo Você devia me contar Pois eu preciso saber O que vai acontecer com nós dois O tempo faz esquecer e depois Tudo vai passar Tudo vai passar Tudo vai passar Tudo vai passar Tudo vai passar"
Titãs,Turnê," Vôo quatro, cinco, sete Galeão, Guarulhos Vôo sete, meia, cinco Confins, dois de julho Dia treze de setembro Ao meio dia e meia Dia quinze de agosto Às quinze para as oito Não sei quando nem aonde Não sei como nem porque Não sei quando nem aonde Não sei, não quero saber Um dia cospem na minha cara Um dia beijam o meu pé Meia hora pra comer Qualquer coisa, o que tiver Um dia cospem na minha cara Um dia beijam a minha mão Meia hora pra dormir Isso é tudo o que me dão Vitória, Maceió São José dos Campos Goiânia, Cuiabá Juiz de Fora, Santos Quarto dois, zero, meia Quilômetro vinte e três Quarto nove, zero, sete Quilômetro vinte e seis Não sei de onde estou vindo Não sei pra onde estou indo"
Titãs,Um Certo Alguém, Quis evitar Teus olhos Mas não pude reagir Fico à vontade então Acho que é bobagem A mania de fingir Negando a intenção Quando um certo alguém Cruzou o teu caminho E te mudou a direção Chego a ficar sem jeito Mas não deixo de seguir A tua aparição Quando um certo alguém Desperta o sentimento É melhor não resistir E se entregar (Coro) Me dê a mão Vem ser a minha estrela Complicação Tão fácil de entender Vamos dançar Luzir a madrugada Inspiração Pra tudo o que eu viver Quando um certo alguém Desperta o sentimento É melhor não resistir E se entregar (Repete Coro)
Titãs,Um Copo de Pinga, Na segunda eu planto a cana  Na terça amanhece nascendo  Na quarta eu colho a cana  Na quinta eu faço o engenho  Na sexta eu faço a pinga  No sábado eu amanheço bebendo  No domingo minha mãe disse meu filho pára de beber  Essa sina eu vou cumprir até morrer  Da garrafa eu faço a vela  Da prateleira eu faço o caixão  Eu quero é que me enterrem com um copo de pinga na mão  Eu quero é que me enterrem com um copo de pinga na mão
Titãs,Um Dia Desses Eu Me Mato," Tem dias que eu acho tudo chato Tudo corta o meu barato As pedras entram no meu sapato Tem dia que eu acho tudo um saco Tem dias que tudo dá errado Se chove eu pego um resfriado Se faz calor fico desidratado Tem dias que tudo dá errado Um dia desses me mato Tem dias que acho tudo chato Pessoas chatas ficam do meu lado Querendo puxar papo furado Tem dias que eu acho tudo um saco Tem dias que tudo dá errado Tudo faço, não me satisfaço Eu tento tanto e só fracasso Tem dias que tudo dá errado Um dia eu fujo pro mato"
Titãs,Um Morto De Férias," Eu sou um morto de férias No sol em pleno verão Eu sou um morto de férias Cigarro, um copo na mão Eu sou um morto de férias Na mais total solidão Não pulsam minhas artérias Não bate o meu coração Eu sou um morto de férias Na sala deste cinema Rindo e comendo pipoca Cansei de ser um problema Fazendo compra em Miami Hotel de frente pro mar Aqui estirado na areia Esperando alguém me enterrar Sei que não sou mais jovem Que não sou velho também Provável é que nem me notem Queriam que eu fosse alguém Queriam que eu fosse magro Que fosse um pouco mais alto Eu fui ficar no meu canto E saiu mais caro o barato Eu sou um morto de férias A bordo de um avião Eu sou um morto de férias Andando na contra mão Aqui tomando sorvete Tratando da minha asma Atravessando paredes Como se fosse fantasma Eu sei que eu não me encaixo E já sou pai de família Querem que eu compre outro carro E troque toda a mobília Eu sei que eu não aprendo Querem me ver melhorar Eu sei e mesmo sabendo Não sei onde vou parar Voltei, vou trabalhar Vou ter que trabalhar Voltei, vou trabalhar"
Titãs,Uma Coisa De Cada Vez, Uma coisa de cada vez  Tudo ao mesmo tempo agora
Titãs,Uma Só Voz," É uma só voz, é você, somos nós É uma só voz, é você, somos nós Desta vez não estamos sós Todo dia é réveillon Todo dia é, tudo de bom, todos os tipos de som Todo dia é carnaval Todo dia é, tudo bem, nada vai mal O feio e o bonito O calmo e o aflito O certo e o errado O forte e o fraco Nesta cidade todos vivem em paz Nesta cidade somos todos iguais A bela e a fera A falsa e a sincera A clara e a escura A fé e a loucura Nesta cidade todos vivem em paz Nesta cidade somos todos iguais É uma só voz, é você, somos nós É uma só voz, é você, somos nós Desta vez não estamos sós"
