,title,lyrics
98,O Reggae," Ainda me lembro aos três anos de idade O meu primeiro contato com as grades O meu primeiro dia na escola Como eu senti vontade de ir embora Fazia tudo que eles quisessem Acreditava em tudo que eles me dissessem Me pediram pra ter paciência Falhei, gritaram: cresça e apareça! Cresci e apareci e não vi nada Aprendi o que era certo com a pessoa errada Assistia o jornal da TV E aprendi a roubar pra vencer Nada era como eu imaginava Nem as pessoas que eu tanto amava Mas e daí, se é mesmo assim Vou ver se tiro o melhor pra mim Me ajuda se eu quiser, me faz o que eu pedir Não faz o que eu fizer, mas não me deixe aqui Ninguém me perguntou se eu estava pronto E eu fiquei completamente tonto Procurando descobrir a verdade Nos meios das mentiras da cidade Tentava ver o que existia de errado Quantas crianças Deus já tinha matado Beberam o meu sangue e não me deixam viver Têm o meu destino pronto e não me deixam escolher Vêm falar de liberdade pra depois me prender Pedem identidade pra depois me bater Tiram todas as minhas armas Como posso me defender? Vocês venceram essa batalha Quanto à guerra vamos ver"
99,O Teatro dos Vampiros," Sempre precisei de um pouco de atenção Acho que não sei quem sou, só sei do que não gosto E destes dias tão estranhos Fica a poeira se escondendo pelos cantos Esse é o nosso mundo O que é demais nunca é o bastante E a primeira vez é sempre a última chance Ninguém vê onde chegamos Os assassinos estão livres, nós não estamos Vamos sair, mas não temos mais dinheiro Os meus amigos todos estão procurando emprego Voltamos a viver como há dez anos atrás E a cada hora que passa, envelhecemos dez semanas Vamos lá, tudo bem, eu só quero me divertir Esquecer dessa noite, ter um lugar legal pra ir Já entregamos o alvo e a artilharia Comparamos nossas vidas, esperamos que um dia Nossas vidas possam se encontrar Quando me vi tendo de viver Comigo apenas e com o mundo Você me veio como um sonho bom E me assustei, não sou perfeito Eu não esqueço A riqueza que nós temos Ninguém consegue perceber E de pensar nisso tudo Eu, homem feito Tive medo e não consegui dormir Vamos sair, mas estamos sem dinheiro Os meus amigos todos estão procurando emprego Voltamos a viver como há dez anos atrás E a cada hora que passa, envelhecemos dez semanas Vamos lá, tudo bem, eu só quero me divertir Esquecer, dessa noite ter um lugar legal pra ir Já entregamos o alvo e a artilharia Comparamos nossas vidas e mesmo assim Não tenho pena de ninguém"
100,On The Way Home / Rise  (pout-pourri)," When the dream came I held my breath with my eyes closed I went insane Like a smoke ring day When the wind blows Now I won't be back till later on If I do come back at all Because you know me, and I miss you now In a strange game I saw myself as you knew me When the change came And you had the Chance to see through me Though the other side is just the same You can tell my dream is real And I love you and I miss you now Though we rush ahead to save our time We are only what we feel And I love you, can you feel it now? Oh, yeah I could be wrong, I could be right I could be wrong, I could be right I could be wrong, I could be right I could be black, I could be white I could be right, I could be wrong I could be white, I could be black The time has come your second skin The cost so high, the gain so low Walk through the valley The written word is a lie May the road rise with you May the road rise with you May the road rise with you May the road rise with you I could be wrong I could be right I could be black I could be white The time has come your second skin The cost so high, the gain so low Walk through the valley The written word is a lie May the road rise with you May the road rise with you May the road rise with you May the road rise with you Anger is an energy Anger is an energy Anger is an energy Anger is an energy"
101,Os Anjos," Hoje não dá, hoje não dá Não sei mais o que dizer e nem o que pensar Hoje não dá, hoje não dá A maldade humana agora não tem nome, hoje não dá Pegue duas medidas de estupidez Junte trinta e quatro partes de mentira Coloque tudo numa forma untada previamente Com promessas não cumpridas Adicione a seguir o ódio e a inveja As dez colheres cheias de burrice Mexa tudo e misture bem E não se esqueça antes de levar ao forno Temperar com essência de espirito de porco Duas xícaras de indiferença E um tablete e meio de preguiça Hoje não dá, hoje não dá Está um dia tão bonito lá fora e eu quero brincar Mas hoje não dá, hoje não dá Vou consertar a minha asa quebrada e descansar Gostaria de não saber Destes crimes atrozes É todo dia agora E o que vamos fazer? Quero voar pra bem longe Mas hoje não dá Não sei o que pensar E nem o que dizer Só nos sobrou do amor A falta que ficou"
102,Os Barcos," Você diz que tudo terminou Você não quer mais o meu querer Estamos medindo forças desiguais Qualquer um pode ver Que só terminou pra você São só palavras, texto, ensaio e cena A cada ato enceno a diferença Do que é amor ficou o seu retrato A peça que interpreta o improviso insensato Essa saudade eu sei de cor Sei o caminho dos barcos E há muito estou alheio e quem me entende Recebe o resto exato e tão pequeno É dor, se há, tentava, já não tento E ao transformar em dor o que é vaidade E ao ter amor, se este é só orgulho Eu faço da mentira, liberdade E de qualquer quintal, faço cidade E insisto que é virtude o que é entulho Baldio é o meu terreno e meu alarde Eu vejo você se apaixonando outra vez Eu fico com a saudade e você com outro alguém E você diz que tudo terminou Mas qualquer um pode ver Só terminou pra você Só terminou pra você"
103,Pais e Filhos," Estátuas e cofres e paredes pintadas Ninguém sabe o que aconteceu Ela se jogou da janela do quinto andar Nada é fácil de entender Dorme agora É só o vento lá fora Quero colo! Vou fugir de casa Posso dormir aqui com vocês? Estou com medo, tive um pesadelo Só vou voltar depois das três Meu filho vai ter nome de santo Quero o nome mais bonito É preciso amar as pessoas Como se não houvesse amanhã Porque se você parar pra pensar Na verdade não há Me diz, por que que o céu é azul? Explica a grande fúria do mundo São meus filhos Que tomam conta de mim Eu moro com a minha mãe Mas meu pai vem me visitar Eu moro na rua, não tenho ninguém Eu moro em qualquer lugar Já morei em tanta casa Que nem me lembro mais Eu moro com meus pais É preciso amar as pessoas Como se não houvesse amanhã Porque se você parar pra pensar Na verdade não há Sou uma gota d'água Sou um grão de areia Você me diz que seus pais não o entendem Mas você não entende seus pais Você culpa seus pais por tudo, isso é absurdo São crianças como você O que você vai ser Quando você crescer?"
104,Pais e Filhos / Stand By Me (medley)," Quem é que ja trocou fralda de bebê aqui? Quem é que ja foi bebé aqui? Quem é que ja foi uma criança pequenininha? Estátuas e cofres e paredes pintadas Ninguém sabe o que aconteceu Ela se jogou da janela do quinto andar Nada é fácil de entender Dorme agora É só o vento lá fora Quero colo! Vou fugir de casa Posso dormir aqui com vocês? Estou com medo, tive um pesadelo Só vou voltar depois das três Meu filho vai ter nome de santo Quero o nome mais bonito É preciso amar as pessoas Como se não houvesse amanhã Porque se você parar pra pensar Na verdade não há Me diz, por que que o céu é azul? Explica a grande fúria do mundo São meus filhos Que tomam conta de mim Eu moro com a minha mãe Mas meu pai vem me visitar Eu moro na rua, não tenho ninguém Eu moro em qualquer lugar Já morei em tanta casa Que nem me lembro mais Eu moro com os meus pais É preciso amar as pessoas Como se não houvesse amanhã Porque se você parar pra pensar Na verdade não há Sou uma gota d'água Sou um grão de areia Você me diz que seus pais não te entendem Mas você não entende seus pais Você culpa seus pais por tudo, isso é absurdo São crianças como você O que você vai ser Quando você crescer When the night has come And the land is dark No I won't be afraid, no I won't be afraid Just as long as you stand, stand by me So darling, darling Stand by me, oh, stand by me Oh stand, stand by me Stand by me Sou uma gota d'água Sou um grão de areia Você me diz que seus pais não te entendem Mas você não entende seus pais Você culpa seus pais por tudo, isso é absurdo São crianças como você O que você vai ser Quando você crescer"
105,Perdidos No Espaço," Escrevi pra você, você não respondeu Também não respondi quando você me escreveu Anotei seu telefone num pedaço de papel Calculei seu ascendente no recibo do aluguel   Esqueci seu sobrenome Mas me lembro de você   E a rotina crescia como planta E engolia a metade do caminho E a mudança levou tempo por ser tão veloz Enquanto estávamos a salvo   Ficamos suspensos Perdidos no espaço Ficamos suspensos Perdidos no espaço   Escrevi pra você, você não respondeu Também não respondi quando você me escreveu Anotei seu telefone num pedaço de papel Calculei seu ascendente no recibo do aluguel   Esqueci seu sobrenome Mas me lembro de você   E era como se jogassem Space Invaders Perdendo mais dinheiro de muitas maneiras Vivendo num planeta, perdido como nós Quem sabe ainda estamos a salvo?   Ficamos suspensos Perdidos no espaço Ficamos suspensos Perdidos no espaço"
106,Perfeição," Vamos celebrar a estupidez humana A estupidez de todas as nações O meu país e sua corja de assassinos covardes Estupradores e ladrões Vamos celebrar a estupidez do povo Nossa polícia e televisão Vamos celebrar nosso governo E nosso estado que não é nação Celebrar a juventude sem escola, as crianças mortas Celebrar nossa desunião Vamos celebrar Eros e Thanatos Persephone e Hades Vamos celebrar nossa tristeza Vamos celebrar nossa vaidade Vamos comemorar como idiotas A cada fevereiro e feriado Todos os mortos nas estradas Os mortos por falta de hospitais Vamos celebrar nossa justiça A ganância e a difamação Vamos celebrar os preconceitos O voto dos analfabetos Comemorar a água podre e todos os impostos Queimadas, mentiras e sequestros Nosso castelo de cartas marcadas O trabalho escravo, nosso pequeno universo Toda a hipocrisia e toda a afetação Todo roubo e toda indiferença Vamos celebrar epidemias É a festa da torcida campeã Vamos celebrar a fome Não ter a quem ouvir, não se ter a quem amar Vamos alimentar o que é maldade Vamos machucar o coração Vamos celebrar nossa bandeira Nosso passado de absurdos gloriosos Tudo que é gratuito e feio Tudo o que é normal Vamos cantar juntos o hino nacional A lágrima é verdadeira Vamos celebrar nossa saudade E comemorar a nossa solidão Vamos festejar a inveja A intolerância, a incompreensão Vamos festejar a violência E esquecer a nossa gente Que trabalhou honestamente a vida inteira E agora não tem mais direito a nada Vamos celebrar a aberração De toda a nossa falta de bom senso Nosso descaso por educação Vamos celebrar o horror de tudo isto Com festa, velório e caixão Está tudo morto e enterrado agora Já que também podemos celebrar A estupidez de quem cantou essa canção Venha! Meu coração está com pressa Quando a esperança está dispersa Só a verdade me liberta Chega de maldade e ilusão Venha! O amor tem sempre a porta aberta E vem chegando a primavera Nosso futuro recomeça Venha que o que vem é perfeição"
107,Perfeição / Lithium (pout-pourri)," Vamos celebrar a estupidez humana A estupidez de todas as nações O meu país e sua corja de assassinos Covardes, estupradores e ladrões Vamos celebrar a estupidez do povo Nossa polícia e televisão Vamos celebrar o nosso governo E nosso estado que não é nação Celebrar a juventude sem escolas As crianças mortas Celebrar nossa desunião Vamos celebrar Eros e Thanatus Perséphone e Hades Vamos celebrar nossa tristeza Vamos celebrar nossa vaidade Vamos comemorar como idiotas A cada fevereiro e feriado Todos os mortos nas estradas E os mortos por falta de hospitais Vamos celebrar nossa justiça A ganância e a difamação Vamos celebrar os preconceitos E o voto dos analfabetos Comemorar a água podre Todos os impostos, queimadas, mentiras e sequestros Nosso castelo de cartas marcadas O trabalho escravo e nosso pequeno universo Toda a hipocrisia e toda a afetação Todo o roubo e toda a indiferença Vamos celebrar epidemias É a festa da torcida campeã Vamos celebrar a fome Não ter a quem ouvir Não se ter a quem amar Vamos alimentar o que é maldade Vamos machucar um coração Vamos celebrar nossa bandeira Nosso passado de absurdos gloriosos Tudo o que é gratuito e feio Tudo o que é normal Vamos cantar juntos o hino nacional (A lágrima é verdadeira) Vamos celebrar nossa saudade E comemorar a nossa solidão Vamos festejar a inveja A intolerância e a incompreensão Vamos festejar a violência E esquecer a nossa gente Que trabalhou honestamente a vida inteira E agora não tem mais direito a nada Vamos celebrar a aberração De toda nossa falta de bom senso Nosso descaso por educação Vamos celebrar o horror de tudo isso Com festa, velório e caixão Está tudo morto e enterrado agora JÁ aqui também podemos celebrar A estupidez de quem cantou essa canção Venha, meu coração está com pressa Quando a esperança está dispersa Só a verdade me liberta Chega de maldade e ilusão Venha, o amor tem sempre a porta aberta E vem chegando a primavera Nosso futuro recomeça Venha, que o que vem é perfeição I'm so happy 'cause today I've found my friends They're in my head I'm so ugly, but that's ok 'Cause so are you Yeah! E a nossa história Não estará pelo avesso assim sem final feliz Teremos coisas bonitas pra contar E até lá vamos viver Temos muito ainda por fazer Não olhe pra tras Apenas começamos O mundo começa agora, ah! Apenas começamos!"
108,Petróleo do Futuro," Ah, se eu soubesse lhe dizer O que eu sonhei ontem à noite, você ia querer Me dizer tudo sobre o seu sonho também E o que é que eu tenho a ver com isso? Ah, se eu soubesse lhe dizer O que eu vi ontem à noite, você ia querer Ver, mas não ia acreditar E o que é que eu tenho a ver com isso? Filósofos suicidas Agricultores famintos Desaparecendo Embaixo dos arquivos Ah, se eu soubesse lhe dizer Qual é a sua tribo, também saberia Qual é a minha, mas você também não sabe E o que é que eu tenho a ver com isso? Ah, se eu soubesse lhe dizer O que fazer pra todo mundo ficar junto Todo mundo já estava há muito tempo E o que é que eu tenho a ver com isso? Sou brasileiro errado Vivendo em separado Contando os vencidos De todos os lados Ah, se eu soubesse lhe dizer O que fazer pra todo mundo ficar junto Todo mundo já estava há muito tempo E o que é que eu tenho a ver com isso? Filósofos suicidas Agricultores famintos Desaparecendo Embaixo dos arquivos"
109,Più o Meno," Píu vivi e meno sai Píu spendi e meno hai Píu o meno,sei qui In lista anche tu chissà se uscirá,il tuo terno chissà Píu o meno umanitá Píu o meno liberta Chi vola,e chi no Chi vorrebbe...e non può, píu o meno sinceri Futuri robots No!mentirsi,no ferirsi,no!tradersi,no Si poi,scopri che,il male tuo é dentro di te Se potessi chiamare amore, La rabbia,che ho dentro me Potessi ricominciare ricomincerei con te Ricominciamo Ricominciamo ho un'anima in piú piú vera,di píu... Se resti con me Tornero ad issere un re! Ricominciamo nofermarsi, no fuggire no Perdesi no se oscurassimo I sentimenti Sarebbe Notte e poi... Pianeti spenti Stelle cadenti, noi Fa che non sia cosi!"
110,Plantas Embaixo do Aquário, Aceite o desafio E provoque o desempate Desarme a armadilha E desmonte o disfarce Se afaste do abismo Faça do bom-senso a nova ordem Não deixe a guerra começar Não deixe a guerra começar Não deixe a guerra começar Não deixe a guerra começar Não deixe a guerra começar Não deixe a guerra começar Não deixe a guerra começar Não deixe a guerra começar Não deixe a guerra começar Não deixe a guerra começar Não deixe a guerra começar Não deixe a guerra começar Pense só um pouco Não há nada de novo Você vive insatisfeito E não confia em ninguém E não acredita em nada E agora é só cansaço E falta de vontade Mas faça do bom-senso a nova ordem Não deixe a guerra começar Não deixe a guerra começar Não deixe a guerra começar Não deixe a guerra começar
111,Por Enquanto," Mudaram as estações E nada mudou Mas eu sei que alguma coisa aconteceu Está tudo assim tão diferente Se lembra quando a gente Chegou um dia a acreditar Que tudo era pra sempre Sem saber Que o pra sempre sempre acaba Mas nada vai conseguir mudar O que ficou Quando penso em alguém, só penso em você E aí então estamos bem Mesmo com tantos motivos Pra deixar tudo como está E nem desistir, nem tentar Agora tanto faz Estamos indo de volta pra casa"
112,Pride Day," Hoje acordei me sentindo tão bem Olhei pela janela e vi na rua alguém Voltei para o meu quarto e passei o batom Pois o dia é uma rosa e cor-de-rosa é o tom Hey Hey Hey hoje é o Pride Day Não finja que não viu, somos iguais a voce Hey Hey Hey hoje é o Pride Day Hoje eu vou me divertir, só vou voltar pelas tres A rua está repleta de gente como nós O preconceito vem da época de nossos avós Não queremos saber de sua religião Só pretendemos ter o nosso direito como cidadãos Eu amo quem quiser e também sou filho de Deus Pago todo o mes imposto para um bando de ateus E voces ainda querem o nosso sangue para beber Quantos já choraram buscando solução Quantos filhos foram expulsos de cada por rejeição Quantos já morreram por tamanha solidão Pois o sistema é o que mata e joga na escuridão É sempre guerra de braço no Congresso Nacional A bancada religiosa acha tudo imoral Só não sabe quem não quer pois a TV mostrou no jornal..."
113,Quando o Sol Bater Na Janela do Teu Quarto, Quando o Sol bater Na janela do teu quarto Lembra e vê Que o caminho é um só Por que esperar? Se podemos começar Tudo de novo Agora mesmo A humanidade é desumana Mas ainda temos chance O Sol nasce pra todos Só não sabe quem não quer Quando o Sol bater Na janela do teu quarto Lembra e vê Que o caminho é um só Até bem pouco tempo atrás Poderíamos mudar o mundo Quem roubou nossa coragem? Tudo é dor E toda dor vem do desejo De não sentirmos dor Quando o Sol bater Na janela do teu quarto Lembra e vê Que o caminho é um só
114,Quando Você Voltar," Vai, se você precisa ir Não quero mais brigar esta noite Nossas acusações infantis E palavras mordazes que machucam tanto Não vão levar a nada, como sempre Vai, clareia um pouco a cabeça Já que você não quer conversar. Já brigamos tanto Mas não vale a pena Vou ficar aqui, com um bom livro ou com a TV Sei que existe alguma coisa incomodando você Meu amor, cuidado na estrada E quando você voltar Tranque o portão Feche as janelas Apague a luz e saiba que te amo..."
115,Quase Sem Querer," Tenho andado distraído Impaciente e indeciso E ainda estou confuso, só que agora é diferente Estou tão tranquilo e tão contente Quantas chances desperdicei Quando o que eu mais queria Era provar pra todo o mundo Que eu não precisava provar nada pra ninguém Me fiz em mil pedaços pra você juntar E queria sempre achar explicação pro que eu sentia Como um anjo caído, fiz questão de esquecer Que mentir pra si mesmo é sempre a pior mentira Mas não sou mais Tão criança Oh, oh A ponto de saber tudo Já não me preocupo se eu não sei por que Às vezes o que eu vejo quase ninguém vê E eu sei que você sabe quase sem querer Que eu vejo o mesmo que você Tão correto e tão bonito O infinito é realmente um dos deuses mais lindos Sei que às vezes uso palavras repetidas Mas quais são as palavras que nunca são ditas? Me disseram que você Estava chorando E foi então que eu percebi Como lhe quero tanto Já não me preocupo se eu não sei por que Às vezes o que eu vejo quase ninguém vê E eu sei que você sabe quase sem querer Que eu quero o mesmo que você"
116,Que País É Esse / Cajuína / Pintinho Amarelinho / Aquele Abraço / Metal Contra As Nuvens (Pot-Pourri)," Zé Chinelão onde você estiver, eu te amo Existirmos a que será que se destina Pois quando tu me deste a rosa pequenina Vi que és um homem lindo e que se acaso a sina De um menino infeliz não se nos ilumina Tão pouco turva-se a lágrima nordestina E apenas a matéria viva era tão fina E éramos olharmo-nos intacta retina Da cajuína cristalina em Teresina Que país é esse? Que país é esse? Que país é esse? Nas favelas, no senado Sujeira pra todo lado Ninguém respeita a Constituição Mas todos acreditam no futuro da nação Que país é esse? Que país é esse? Que país é esse? Passarinho quer cantar quer cantar Tbitibitibiti porque acabar de nascer Tchu tchu tchu tchu! Tchu tchu tchu tchu! Vamos mostrar agora Os vídeos assassinatos do Chinelão Um assassinato mas brutal Criancinha levando prego no olho É a vídeo chinelada do Chinelão É, vamo pegar aquela ali, ó, vamo pegar aquela ali ó Vem cá que eu vou te maltratar,vem, vem, ai cuidado ai senão vai cair na porrada hein! Passarinho quer cantar O rabinho balançar Porque acaba de nascer Oh, oh, oh O Rio de Janeiro continua lindo O Rio de Janeiro continua sendo O Rio de Janeiro, fevereiro e março Alô, alô, Realengo aquele abraço! Aquele abraço! Aquele abraço! No Amazonas, no Araguaia iá, iá, iá Na Baixada Fluminense Mato Grosso, nas Gerais E no Nordeste tudo em paz Na morte qu'eu descanso Mas o sangue anda solto Manchando os papéis, documentos fiéis Ao descanso do patrão Que país é esse? Que país é esse? Que país é esse? Né? Vocês vão fazer alguma coisa Pra consertar as suas próprias vidas? Eu cheguei a seguinte conclusão Não adianta consertar o resto Consertar a gente, ajuda pra caramba Terceiro mundo, se for Piada no exterior Mas o Brasil vai ficar rico Vamos faturar um milhão Parô, agora todo mundo vai pensar Como o nosso país vai ficar rico E como vamos faturar um milhão Sem precisar matar ninguém! Essa agora se chama metal contras as nuvens! Não sou escravo de ninguém Ninguém é senhor do meu domínio Sei o que devo defender E por valor eu tenho E temo o que agora se desfaz Viajamos sete léguas Por entre abismos e florestas Por Deus nunca me vi tão só É a própria fé o que destrói Estes são dias desleais Eu sou metal Raio, relâmpago e trovão Eu sou metal Eu sou o ouro em seu brasão Eu sou metal Sabe-me o sopro do dragão Reconheço meu pesar Quando tudo é traição O que venho encontrar É a virtude em outras mãos Minha terra é a terra que é minha E sempre será Minha terra Tem a lua, tem estrelas E sempre terá Quase acreditei na tua promessa E o que vejo é fome e destruição Perdi a minha sela e a minha espada Perdi o meu castelo e minha princesa Quase acreditei, quase acreditei E, por honra, se existir verdade Existem os tolos e existe o ladrão E há quem se alimente do que é roubo Mas vou guardar o meu tesouro Caso você esteja mentindo Olha o sopro do dragão Olha o sopro do dragão Olha o sopro do dragão É a verdade o que assombra O descaso que condena A estupidez o que destrói Eu vejo tudo que se foi E o que não existe mais Tenho os sentidos já dormentes O corpo quer, a alma entende Esta é a terra-de-ninguém Sei que devo resistir Eu quero a espada em minhas mãos Eu sou metal, raio, relâmpago e trovão Eu sou metal: eu sou o ouro em seu brasão Eu sou metal: me sabe o sopro do dragão Não me entrego sem lutar Tenho ainda coração Não aprendi a me render Que caia o inimigo então Tudo passa Tudo passará Tudo passará E nossa história Não estará Pelo avesso assim Sem final feliz Teremos coisas bonitas pra contar E até lá Vamos viver Temos muito ainda por fazer Não olhe pra trás Apenas começamos O mundo começa agora, ahh! Apenas começamos"
117,Que País É Este," Nas favelas, no Senado Sujeira pra todo lado Ninguém respeita a Constituição Mas todos acreditam no futuro da nação Que país é esse? Que país é esse? Que país é esse? No Amazonas, no Araguaia-ia-ia Na Baixada Fluminense Mato Grosso, Minas Gerais E no Nordeste tudo em paz Na morte, eu descanso Mas o sangue anda solto Manchando os papéis Documentos fiéis Ao descanso do patrão Que país é esse? Que país é esse? Que país é esse? Que país é esse? Terceiro mundo se for Piada no exterior Mas o Brasil vai ficar rico Vamos faturar um milhão Quando vendermos todas as almas Dos nossos índios num leilão Que país é esse? Que país é esse? Que país é esse? Que país é esse?"
118,Que Pais É Este / Cajuína / Pintinho Amarelinho / Aquele Abraço (Pot-Pourri)," Zé Chinelão onde você estiver, eu te amo! Existirmos a que será que se destina Pois quando tu me deste a rosa pequenina Vi que és um homem lindo e que se acaso a sina Dos menino infeliz não se nos ilumina Tão pouco turva-se a lágrima nordestina Apenas a matéria viva era tão fina E éramos olharmo-nos intacta retina A cajuína cristalina em Teresina Que país é esse? Que país é esse? Que país é esse? Que país é esse? Nas favelas, no senado Sujeira pra todo lado Ninguém respeita a Constituição Mas todos acreditam no futuro da nação. Que país é esse? Que país é esse? Que país é esse? Uau! Passarinho quer cantar quer ditititititi porque acabar de nascer... Tchu tchu tchu tchu! Tchu tchu tchu tchu! Vamo mostrar agora os vídeo assassinato do Chinelão Um assassinato mas brutal Criancinha levando prego no olho É a vídeo chinelada do Chinelão É, vamo pegar aquela ali, ó, vamo pegar aquela ali ó Vem cá que eu vou te maltratar,vem, vem, ai cuidado ai Senão vai cair na porrada hein! Passarinho quer cantar O rabinho balançar Porque acaba de nascer, ÔÔÔÔ. O Rio de Janeiro continua lindo O Rio de Janeiro continua sendo O Rio de Janeiro, fevereiro e março Alô, alô, Realengo - aquele abraço!, aquele abraço!, aquele abraço! No Amazonas, no Araguaia iá, iá, iá, Na Baixada Fluminense Mato Grosso, nas Gerais E no Nordeste tudo em paz Na morte eu descanso Mas o sangue anda solto Manchando os papéis, documentos fiéis Ao descanso do patrão Que país é esse? Que país é esse? Que país é esse? Que país é esse? Né? Vocês vão fazer alguma coisa pra consertar as suas próprias vidas? Eu cheguei à seguinte conclusão Não adianta consertar o resto Consertar a gente ajuda pra caramba. Terceiro mundo, se for Piada no exterior Mas o Brasil vai ficar rico Vamos faturar um milhão Parô! Agora todo mundo vai pensar como o nosso país vai ficar rico E como vamos faturar um milhão Sem precisar matar ninguém!"
119,Quem Inventou o Amor, Quem inventou o amor? Me explica por favor Quem inventou o amor? Me explica por favor Vem e me diz o que aconteceu Faz de conta que passou Quem inventou o amor? Me explica por favor Daqui vejo seu descanso Perto do seu travesseiro Depois quero ver se acerto Dos dois quem acorda primeiro Quem inventou o amor? Me explica por favor Quem inventou o amor? Me explica por favor Quem inventou o amor? Me explica por favor Quem inventou o amor? Me explica por favor Enquanto a vida vai e vem Você procura achar alguém Que um dia possa lhe dizer Quero ficar só com você Quem inventou o amor?
120,Química," Estou trancado em casa e não posso sair Papai já disse, tenho que passar Nem música eu não posso mais ouvir E assim não posso nem me concentrar Não saco nada de Física Literatura ou Gramática Só gosto de Educação Sexual E eu odeio Química Não posso nem tentar me divertir O tempo inteiro eu tenho que estudar Fico só pensando se vou conseguir Passar na porra do vestibular Não saco nada de Física Literatura ou Gramática Só gosto de Educação Sexual E eu odeio Química Química Química Chegou a nova leva de aprendizes Chegou a vez do nosso ritual E se você quiser entrar na tribo Aqui no nosso Belsen tropical Ter carro do ano TV a cores Pagar imposto Ter pistolão Ter filho na escola Férias na Europa Conta bancária Comprar feijão Ser responsável Cristão convicto Cidadão modelo Burguês padrão Você tem que passar no vestibular Você tem que passar no vestibular Você tem que passar no vestibular Você tem que passar no vestibular Não saco nada de Física Literatura ou Gramática Só gosto de Educação Sexual E eu odeio Química Química Química Não saco nada de Física Literatura ou Gramática Só gosto de Educação Sexual E eu odeio Química Química Química"
121,Riding Song," ""Eu sou o Renato Russo  Eu escrevo as letras, eu canto  Nasci no dia 27 de março, eu tenho 23 anos  E sou Áries e ascendente em Peixes  Eu trabalhava com Jornalismo, rádio, era professor de Inglês também  E ... comecei a trabalhar com 17 anos e tudo  Mas só que de repente tocar Rock era uma coisa que eu gostava mais de fazer  E como deu certo eu continuo fazendo isso até hoje""    ""Meu nome é Dado Villa-Lobos  Sou guitarrista da Legião Urbana  Nasci dia 29 de Junho de 65, tenho 21 anos  Cheguei em Brasília em torno de 79  Cursei meu segundo grau, consegui entrar na faculdade de Sociologia  Só que não era exatamente o lance que eu tava a fim de fazer  Muito teórico, não tem nada de praticidade  Aí meu lance era de repente fazer música""    ""Eu sou o Renato Rocha  Baixista do Legião Urbana  Tenho 25 anos, adoro esportes, adoro corrida de automóvel  Sou de Brasília também, adoro música, Jazz, Rock  Adoro Dead Kennedys  Cursei metade do meu segundo grau  Parei de estudar, por que eu gostava de fazer esportes""    ""Oi, meu nome é Marcelo Bonfá  Nasci em 65, sou do signo de Aquários  Gosto de esportes aquáticos, gosto de desenhar  E gosto de música  Saí da escola depois que eu terminei meu segundo grau  Agora eu toco bateria na Legião Urbana""    Eu já sei o que eu vou ser  Ser quando eu crescer (9x)"
122,Sagrado Coração," Sei que tenho um coração Mas é difícil de explicar De falar de bondade e gratidão E estas coisas que ninguém gosta de falar Falam de algum lugar Mas onde é que está? Onde há virtude e inteligência E as pessoas são sensíveis E que a luz no coração é o que pode me salvar Mas não acredito nisso Tento mas é só de vez em quando Onde está este lugar? Onde está essa luz? Se o que vejo é tão triste E o que fazemos tão errado? E me disseram! Este lugar pode estar sempre ao seu lado E a alegria dentro de você Porque sua vida é luz E quando vi seus olhos E a alegria no seu corpo E o sorriso nos seus lábios Eu quase acreditei Mas é tão difícil Por isso lhe peço por favor Pense em mim, ore por mim E me diga: - Este lugar distante está dentro de você E me diga que nossa vida é luz Me fale do sagrado coração Porque eu preciso de ajuda"
123,Schubert Ländler, [Instrumental]
124,Se Fiquei Esperando Meu Amor Passar," Se fiquei esperando meu amor passar Já me basta que então Eu não sabia amar E me via perdido e vivendo em erro Sem querer me machucar de novo Por culpa do amor Mas você e eu podemos namorar E era simples: Ficamos fortes Quando se aprende a amar O mundo passa a ser seu Quando se aprende a amar O mundo passa a ser seu Sei rimar romã com travesseiro Quero minha nação soberana Com espaço, nobreza e descanso Se fiquei esperando meu amor passar Já me basta que estava, então, longe de sereno E fiquei tanto tempo duvidando de mim Por fazer amor, por fazer sentido Começo a ficar livre Espero, acho que sim De olhos fechados, não me vejo E você sorriu pra mim Cordeiro de Deus que tirai os pecados do mundo Tende piedade de nós Cordeiro de Deus que tirai os pecados do mundo Tende piedade de nós Cordeiro de Deus que tirai os pecados do mundo Dai-nos a paz"
125,Será," Tire suas mãos de mim Eu não pertenço a você Não é me dominando assim Que você vai me entender Eu posso estar sozinho Mas eu sei muito bem aonde estou Você pode até duvidar Acho que isso não é amor Será só imaginação? Será que nada vai acontecer? Será que é tudo isso em vão? Será que vamos conseguir vencer? Oh, oh, oh, oh, oh, oh Nos perderemos entre monstros Da nossa própria criação Serão noites inteiras Talvez por medo da escuridão Ficaremos acordados Imaginando alguma solução Pra que esse nosso egoísmo Não destrua o nosso coração Será só imaginação? Será que nada vai acontecer? Será que é tudo isso em vão? Será que vamos conseguir vencer? Oh, oh, oh, oh, oh, oh Brigar pra quê, se é sem querer? Quem é que vai nos proteger? Será que vamos ter de responder Pelos erros a mais, eu e você?"
